shoe_name,original_price,discounted_price,url,category,review_count,star,product_code,shoe_type,durability,comfort,size,size_count,color_count,brand,color_1,color_2,color_3,color_4,color_5
ADIRON SHOES,5 999.00,3 899.50,https://www.adidas.co.in/adiron-shoes/GB2556.html,men,11,,GB2556,Running,79,79,47.0,,2,adidas,Shadow Olive S22 / Core Black / Magic Beige F22,Tech Indigo / Stone / Pulse Blue,,,Core Black / Cloud White / Carbon
SAMBA DECON SHOES,19 999.00,,https://www.adidas.co.in/samba-decon-shoes/IF0641.html,men,97,,IF0641,Originals,91,82,61.0,,2,adidas,Core Black / Cloud White / Core Black,Cloud White / Core Black / Grey One,,,Core Black / Cloud White / Carbon
SAMBA DECON SHOES,19 999.00,,https://www.adidas.co.in/samba-decon-shoes/IF0642.html,men,97,,IF0642,Originals,91,82,61.0,,2,adidas,Core Black / Cloud White / Core Black,Cloud White / Core Black / Grey One,,,Core Black / Cloud White / Carbon
VL COURT BASE SHOES,3 999.00,,https://www.adidas.co.in/vl-court-base-shoes/ID3709.html,men,45,,ID3709,Sportswear,77,70,46.0,,5,adidas,Cloud White / Shadow Navy / Grey One,Cloud White / Collegiate Green / Grey One,Cloud White / Core Black / Grey One,Core Black / Cloud White / Core Black,Core Black / Cloud White / Carbon
VL COURT BASE SHOES,3 999.00,,https://www.adidas.co.in/vl-court-base-shoes/ID3710.html,men,45,,ID3710,Sportswear,77,70,46.0,,5,adidas,Cloud White / Shadow Navy / Grey One,Cloud White / Collegiate Green / Grey One,Cloud White / Core Black / Grey One,Core Black / Cloud White / Core Black,Core Black / Cloud White / Carbon
VL COURT BASE SHOES,3 999.00,,https://www.adidas.co.in/vl-court-base-shoes/ID3711.html,men,45,,ID3711,Sportswear,77,70,46.0,,5,adidas,Cloud White / Shadow Navy / Grey One,Cloud White / Collegiate Green / Grey One,Cloud White / Core Black / Grey One,Core Black / Cloud White / Core Black,Core Black / Cloud White / Carbon
VL COURT BASE SHOES,3 999.00,,https://www.adidas.co.in/vl-court-base-shoes/ID3712.html,men,45,,ID3712,Sportswear,77,70,46.0,,5,adidas,Cloud White / Shadow Navy / Grey One,Cloud White / Collegiate Green / Grey One,Cloud White / Core Black / Grey One,Core Black / Cloud White / Core Black,Core Black / Cloud White / Carbon
VL COURT BASE SHOES,3 999.00,,https://www.adidas.co.in/vl-court-base-shoes/ID3713.html,men,45,,ID3713,Sportswear,77,70,46.0,,5,adidas,Cloud White / Shadow Navy / Grey One,Cloud White / Collegiate Green / Grey One,Cloud White / Core Black / Grey One,Core Black / Cloud White / Core Black,
AVIATE SLIDES,1 499.00,749.5,https://www.adidas.co.in/aviate-slides/GC0235.html,men,16,,GC0235,Sportswear,85,76,43.0,,3,adidas,Core Black / Semi Impact Orange F22,Core Black / Pulse Olive F22,Blue Oxide S21 / Acid Yellow S21,,
AVIATE SLIDES,1 499.00,749.5,https://www.adidas.co.in/aviate-slides/GC0236.html,men,16,,GC0236,Sportswear,85,76,43.0,,3,adidas,Core Black / Semi Impact Orange F22,Core Black / Pulse Olive F22,Blue Oxide S21 / Acid Yellow S21,,
AVIATE SLIDES,1 499.00,749.5,https://www.adidas.co.in/aviate-slides/GC0237.html,men,16,,GC0237,Sportswear,85,76,43.0,,3,adidas,Core Black / Semi Impact Orange F22,Core Black / Pulse Olive F22,Blue Oxide S21 / Acid Yellow S21,,
ADIZERO TAKUMI SEN 9,17 999.00,10 799.50,https://www.adidas.co.in/adizero-takumi-sen-9/GV9094.html,men,219,,GV9094,Running,83,76,49.0,,1,adidas,,,,,
QUESTERON SHOES,3 299.00,,https://www.adidas.co.in/questeron-shoes/IQ9825.html,men,3,,IQ9825,Running,66,58,41.0,,3,adidas,Core Black / Cloud White,Collegiate Navy / Dove Grey / Pulse Blue,Tech Onix / Silver Metallic / Preloved Yellow,,
QUESTERON SHOES,3 299.00,,https://www.adidas.co.in/questeron-shoes/IQ9826.html,men,3,,IQ9826,Running,66,58,41.0,,3,adidas,Core Black / Cloud White,Collegiate Navy / Dove Grey / Pulse Blue,Tech Onix / Silver Metallic / Preloved Yellow,,
QUESTERON SHOES,3 299.00,,https://www.adidas.co.in/questeron-shoes/IQ9828.html,men,3,,IQ9828,Running,66,58,41.0,,3,adidas,Core Black / Cloud White,Collegiate Navy / Dove Grey / Pulse Blue,Tech Onix / Silver Metallic / Preloved Yellow,,Cloud White / Shadow Red / Grey One
TYSHAWN REMASTERED SHOES,8 999.00,,https://www.adidas.co.in/tyshawn-remastered-shoes/IG5278.html,unisex,,,IG5278,Nan,,,,,4,adidas,Better Scarlet / Cloud White / Chalk White,Collegiate Navy / Cloud White / Chalk White,Core Black / Cloud White / Gum,Core Black / Cloud White / Gold Metallic,Cloud White / Shadow Red / Grey One
TYSHAWN REMASTERED SHOES,8 999.00,,https://www.adidas.co.in/tyshawn-remastered-shoes/IG5279.html,unisex,,,IG5279,Nan,,,,,4,adidas,Better Scarlet / Cloud White / Chalk White,Collegiate Navy / Cloud White / Chalk White,Core Black / Cloud White / Gum,Core Black / Cloud White / Gold Metallic,Cloud White / Shadow Red / Grey One
TYSHAWN REMASTERED SHOES,8 999.00,,https://www.adidas.co.in/tyshawn-remastered-shoes/IG5280.html,unisex,,,IG5280,Nan,,,,,4,adidas,Better Scarlet / Cloud White / Chalk White,Collegiate Navy / Cloud White / Chalk White,Core Black / Cloud White / Gum,Core Black / Cloud White / Gold Metallic,Cloud White / Shadow Red / Grey One
TYSHAWN REMASTERED SHOES,8 999.00,,https://www.adidas.co.in/tyshawn-remastered-shoes/IG5285.html,unisex,,,IG5285,Nan,,,,,4,adidas,Better Scarlet / Cloud White / Chalk White,Collegiate Navy / Cloud White / Chalk White,Core Black / Cloud White / Gum,Core Black / Cloud White / Gold Metallic,Cloud White / Shadow Red / Grey One
COURT PLATFORM SHOES,6 599.00,,https://www.adidas.co.in/court-platform-shoes/GV8995.html,women,107,,GV8995,Sportswear,84,80,53.0,,4,adidas,Core Black / Core Black / Cloud White,Cloud White / Cloud White / Core Black,Silver Dawn / Zero Metalic / Silver Dawn,Cloud White / Shadow Red / Wonder Beige,
COURT PLATFORM SHOES,6 599.00,,https://www.adidas.co.in/court-platform-shoes/GV9000.html,women,107,,GV9000,Sportswear,84,80,53.0,,4,adidas,Core Black / Core Black / Cloud White,Cloud White / Cloud White / Core Black,Silver Dawn / Zero Metalic / Silver Dawn,Cloud White / Shadow Red / Wonder Beige,
COURT PLATFORM SHOES,6 599.00,,https://www.adidas.co.in/court-platform-shoes/HP6192.html,women,107,,HP6192,Sportswear,84,80,53.0,,4,adidas,Core Black / Core Black / Cloud White,Cloud White / Cloud White / Core Black,Silver Dawn / Zero Metalic / Silver Dawn,Cloud White / Shadow Red / Wonder Beige,
COURT PLATFORM SHOES,6 599.00,,https://www.adidas.co.in/court-platform-shoes/IG3112.html,women,107,,IG3112,Sportswear,84,80,53.0,,4,adidas,Core Black / Core Black / Cloud White,Cloud White / Cloud White / Core Black,Silver Dawn / Zero Metalic / Silver Dawn,Cloud White / Shadow Red / Wonder Beige,
GAMECOURT 2.0 TENNIS SHOES,6 599.00,,https://www.adidas.co.in/gamecourt-2.0-tennis-shoes/ID1493.html,women,90,,ID1493,Tennis,83,80,46.0,,1,adidas,,,,,
HEAWYN SHOES,9 999.00,6 499.50,https://www.adidas.co.in/heawyn-shoes/ID2371.html,women,3,,ID2371,Sportswear,75,50,50.0,,2,adidas,Almost Pink S22 / Orchid Fusion F23 / Almost Yellow F22,Crystal White / Orbit Grey S20 / Lucid Lemon F23,,,
HEAWYN SHOES,9 999.00,6 499.50,https://www.adidas.co.in/heawyn-shoes/ID2372.html,women,3,,ID2372,Sportswear,75,50,50.0,,2,adidas,Almost Pink S22 / Orchid Fusion F23 / Almost Yellow F22,Crystal White / Orbit Grey S20 / Lucid Lemon F23,,,
CHAZE PRO M,4 599.00,2 989.50,https://www.adidas.co.in/chaze-pro-m/IQ8878.html,men,2,,IQ8878,Running,87,75,50.0,,3,adidas,Tech Onix / Dove Grey S20 / Pulse Blue,Core Black / Wonder Gold Met. F23 / Old Gold,Medium Lead / Silver Metallic / Preloved Yellow F23,,
CHAZE PRO M,4 599.00,2 989.50,https://www.adidas.co.in/chaze-pro-m/IQ8880.html,men,2,,IQ8880,Running,87,75,50.0,,3,adidas,Tech Onix / Dove Grey S20 / Pulse Blue,Core Black / Wonder Gold Met. F23 / Old Gold,Medium Lead / Silver Metallic / Preloved Yellow F23,,
CHAZE PRO M,4 599.00,2 989.50,https://www.adidas.co.in/chaze-pro-m/IQ8881.html,men,2,,IQ8881,Running,87,75,50.0,,3,adidas,Tech Onix / Dove Grey S20 / Pulse Blue,Core Black / Wonder Gold Met. F23 / Old Gold,Medium Lead / Silver Metallic / Preloved Yellow F23,,
DURAMO RC SHOES,5 599.00,3 639.50,https://www.adidas.co.in/duramo-rc-shoes/ID2705.html,women,11,,ID2705,Running,81,84,40.0,,3,adidas,Wonder Blue F23 / Lucid Lemon F23 / Arctic Night F23,Blue Dawn / Cloud White / Wonder Quartz,Cloud White / Grey Three / Core Black,,
DURAMO RC SHOES,5 599.00,3 639.50,https://www.adidas.co.in/duramo-rc-shoes/ID2706.html,women,11,,ID2706,Running,81,84,40.0,,3,adidas,Wonder Blue F23 / Lucid Lemon F23 / Arctic Night F23,Blue Dawn / Cloud White / Wonder Quartz,Cloud White / Grey Three / Core Black,,
DURAMO RC SHOES,5 599.00,3 639.50,https://www.adidas.co.in/duramo-rc-shoes/ID2707.html,women,11,,ID2707,Running,81,84,40.0,,3,adidas,Wonder Blue F23 / Lucid Lemon F23 / Arctic Night F23,Blue Dawn / Cloud White / Wonder Quartz,Cloud White / Grey Three / Core Black,,
ULTRABOUNCE SHOES,7 999.00,5 599.50,https://www.adidas.co.in/ultrabounce-shoes/HP5783.html,women,359,,HP5783,Running,89,88,52.0,,5,adidas,Blue Dawn S23 / Dash Grey S20 / Blue Fusion S23,Silver Dawn S23 / Silver Metallic / Pulse Mint S22,Cloud White / Better Scarlet S23 / Core Black,Wonder Quartz S23 / Bright Royal / Wonder Clay F23,
ULTRABOUNCE SHOES,7 999.00,5 599.50,https://www.adidas.co.in/ultrabounce-shoes/HQ3786.html,women,359,,HQ3786,Running,89,88,52.0,,5,adidas,Blue Dawn S23 / Dash Grey S20 / Blue Fusion S23,Silver Dawn S23 / Silver Metallic / Pulse Mint S22,Cloud White / Better Scarlet S23 / Core Black,Wonder Quartz S23 / Bright Royal / Wonder Clay F23,
ULTRABOUNCE SHOES,7 999.00,5 599.50,https://www.adidas.co.in/ultrabounce-shoes/ID2243.html,women,359,,ID2243,Running,89,88,52.0,,5,adidas,Blue Dawn S23 / Dash Grey S20 / Blue Fusion S23,Silver Dawn S23 / Silver Metallic / Pulse Mint S22,Cloud White / Better Scarlet S23 / Core Black,Wonder Quartz S23 / Bright Royal / Wonder Clay F23,
ULTRABOUNCE SHOES,7 999.00,5 599.50,https://www.adidas.co.in/ultrabounce-shoes/ID2246.html,women,359,,ID2246,Running,89,88,52.0,,5,adidas,Blue Dawn S23 / Dash Grey S20 / Blue Fusion S23,Silver Dawn S23 / Silver Metallic / Pulse Mint S22,Cloud White / Better Scarlet S23 / Core Black,Wonder Quartz S23 / Bright Royal / Wonder Clay F23,
ULTRABOUNCE SHOES,7 999.00,5 599.50,https://www.adidas.co.in/ultrabounce-shoes/ID2247.html,women,359,,ID2247,Running,89,88,52.0,,5,adidas,Blue Dawn S23 / Dash Grey S20 / Blue Fusion S23,Silver Dawn S23 / Silver Metallic / Pulse Mint S22,Cloud White / Better Scarlet S23 / Core Black,Wonder Quartz S23 / Bright Royal / Wonder Clay F23,
HITRAIL MID WPN SHOES,5 999.00,,https://www.adidas.co.in/hitrail-mid-wpn-shoes/IQ8722.html,men,3,,IQ8722,TERREX,75,83,50.0,,2,adidas,Olive Strata / Stone / Fango / Preloved Yellow,Tech Indigo / Stone / Night Sky / Lucid Cyan,,,
HITRAIL MID WPN SHOES,5 999.00,,https://www.adidas.co.in/hitrail-mid-wpn-shoes/IQ8723.html,men,3,,IQ8723,TERREX,75,83,50.0,,2,adidas,Olive Strata / Stone / Fango / Preloved Yellow,Tech Indigo / Stone / Night Sky / Lucid Cyan,,,
STERLINN M,5 599.00,,https://www.adidas.co.in/sterlinn-m/IQ9158.html,unisex,,,IQ9158,Nan,,,,,2,adidas,Night Sky / Silver Metallic / Blue Fusion,Medium Lead / Stone / Grey Six / Pulse Blue,,,
STERLINN M,5 599.00,,https://www.adidas.co.in/sterlinn-m/IQ9159.html,unisex,,,IQ9159,Nan,,,,,2,adidas,Night Sky / Silver Metallic / Blue Fusion,Medium Lead / Stone / Grey Six / Pulse Blue,,,
WALES BONNER SAMBA PONY TONAL LOW TRAINERS,17 999.00,,https://www.adidas.co.in/wales-bonner-samba-pony-tonal-low-trainers/IE0580.html,unisex,80,,IE0580,Originals,90,75,48.0,,2,adidas,Core Black / Cream White / Cream White,Cream White / Mystery Brown / Cream White,,,
WALES BONNER SAMBA PONY TONAL LOW TRAINERS,17 999.00,,https://www.adidas.co.in/wales-bonner-samba-pony-tonal-low-trainers/IE0586.html,unisex,80,,IE0586,Originals,90,75,48.0,,2,adidas,Core Black / Cream White / Cream White,Cream White / Mystery Brown / Cream White,,,
SAMBA SHOES,14 999.00,,https://www.adidas.co.in/samba-shoes/IE4955.html,men,86,,IE4955,Originals,88,79,51.0,,7,adidas,Almost Yellow / Almost Yellow / Off White,Sand Strata / Sand Strata / Off White,Wonder Silver / Wonder Silver / Off White,Wonder Quartz / Wonder Quartz / Off White,
SAMBA SHOES,14 999.00,,https://www.adidas.co.in/samba-shoes/IE4956.html,men,86,,IE4956,Originals,88,79,51.0,,7,adidas,Almost Yellow / Almost Yellow / Off White,Sand Strata / Sand Strata / Off White,Wonder Silver / Wonder Silver / Off White,Wonder Quartz / Wonder Quartz / Off White,
SAMBA SHOES,14 999.00,,https://www.adidas.co.in/samba-shoes/IE4957.html,men,86,,IE4957,Originals,88,79,51.0,,7,adidas,Almost Yellow / Almost Yellow / Off White,Sand Strata / Sand Strata / Off White,Wonder Silver / Wonder Silver / Off White,Wonder Quartz / Wonder Quartz / Off White,
SAMBA SHOES,14 999.00,,https://www.adidas.co.in/samba-shoes/IE4958.html,men,86,,IE4958,Originals,88,79,51.0,,7,adidas,Almost Yellow / Almost Yellow / Off White,Sand Strata / Sand Strata / Off White,Wonder Silver / Wonder Silver / Off White,Wonder Quartz / Wonder Quartz / Off White,
SAMBA SHOES,14 999.00,,https://www.adidas.co.in/samba-shoes/IG1237.html,men,86,,IG1237,Originals,88,79,51.0,,7,adidas,Almost Yellow / Almost Yellow / Off White,Sand Strata / Sand Strata / Off White,Wonder Silver / Wonder Silver / Off White,Wonder Quartz / Wonder Quartz / Off White,
SAMBA SHOES,14 999.00,,https://www.adidas.co.in/samba-shoes/IG1242.html,men,86,,IG1242,Originals,88,79,51.0,,7,adidas,Almost Yellow / Almost Yellow / Off White,Sand Strata / Sand Strata / Off White,Wonder Silver / Wonder Silver / Off White,Wonder Quartz / Wonder Quartz / Off White,
SAMBA SHOES,14 999.00,,https://www.adidas.co.in/samba-shoes/IG1243.html,men,86,,IG1243,Originals,88,79,51.0,,7,adidas,Almost Yellow / Almost Yellow / Off White,Sand Strata / Sand Strata / Off White,Wonder Silver / Wonder Silver / Off White,Wonder Quartz / Wonder Quartz / Off White,
STRUDI M,3 799.00,2 659.50,https://www.adidas.co.in/strudi-m/IQ8807.html,men,1,,IQ8807,TERREX,100,100,50.0,,1,adidas,,,,,
BREAKNET SHOES,5 999.00,,https://www.adidas.co.in/breaknet-shoes/IG6535.html,men,739,,IG6535,Sportswear,85,79,49.0,,2,adidas,Core Black / Impact Orange / Lucid Cyan,Cloud White / Collegiate Green / Semi Lucid Lime,,,
BREAKNET SHOES,5 999.00,,https://www.adidas.co.in/breaknet-shoes/IG6536.html,men,739,,IG6536,Sportswear,85,79,49.0,,2,adidas,Core Black / Impact Orange / Lucid Cyan,Cloud White / Collegiate Green / Semi Lucid Lime,,,Wonder Blue F23 / Core Black / Wonder Beige F23
KANTANA SHOES,8 599.00,,https://www.adidas.co.in/kantana-shoes/IG9830.html,women,36,,IG9830,Sportswear,90,89,54.0,,2,adidas,Cloud White / Clear Pink / Lucid Pink,Off White / Wonder Beige / Aluminium,,,Wonder Blue F23 / Core Black / Wonder Beige F23
KANTANA SHOES,8 599.00,,https://www.adidas.co.in/kantana-shoes/IG9831.html,women,36,,IG9831,Sportswear,90,89,54.0,,2,adidas,Cloud White / Clear Pink / Lucid Pink,Off White / Wonder Beige / Aluminium,,,Wonder Blue F23 / Core Black / Wonder Beige F23
HOOPS 3.0 MID SHOES,6 999.00,,https://www.adidas.co.in/hoops-3.0-mid-shoes/IF5306.html,women,38,,IF5306,Sportswear,88,80,57.0,,2,adidas,Cloud White / Silver Dawn / Silver Violet,Cloud White / Clear Sky / Gum,,,Wonder Blue F23 / Core Black / Wonder Beige F23
HOOPS 3.0 MID SHOES,6 999.00,,https://www.adidas.co.in/hoops-3.0-mid-shoes/IF5321.html,women,38,,IF5321,Sportswear,88,80,57.0,,2,adidas,Cloud White / Silver Dawn / Silver Violet,Cloud White / Clear Sky / Gum,,,Wonder Blue F23 / Core Black / Wonder Beige F23
MECH DUNE SHOES,4 799.00,3 119.50,https://www.adidas.co.in/mech-dune-shoes/GB2575.html,men,26,,GB2575,Running,62,59,48.0,,3,adidas,Wild Teal S21 / Magic Beige F22 / Core Black,Blue Night / Bliss Blue F22 / Core Black,Tech Onix / Acid Yellow S21 / Core Black,,
MECH DUNE SHOES,4 799.00,3 119.50,https://www.adidas.co.in/mech-dune-shoes/GB2576.html,men,26,,GB2576,Running,62,59,48.0,,3,adidas,Wild Teal S21 / Magic Beige F22 / Core Black,Blue Night / Bliss Blue F22 / Core Black,Tech Onix / Acid Yellow S21 / Core Black,,
MECH DUNE SHOES,4 799.00,3 119.50,https://www.adidas.co.in/mech-dune-shoes/GB2577.html,men,26,,GB2577,Running,62,59,48.0,,3,adidas,Wild Teal S21 / Magic Beige F22 / Core Black,Blue Night / Bliss Blue F22 / Core Black,Tech Onix / Acid Yellow S21 / Core Black,,
DURAMO SL SHOES,6 599.00,,https://www.adidas.co.in/duramo-sl-shoes/ID9853.html,women,374,,ID9853,Running,88,86,49.0,,3,adidas,Core Black / Cloud White / Carbon,Flash Aqua F23 / Cloud White / Silver Dawn S23,Cloud White / Night Metallic / Pink Fusion F23,,
DURAMO SL SHOES,6 599.00,,https://www.adidas.co.in/duramo-sl-shoes/IF7884.html,women,374,,IF7884,Running,88,86,49.0,,3,adidas,Core Black / Cloud White / Carbon,Flash Aqua F23 / Cloud White / Silver Dawn S23,Cloud White / Night Metallic / Pink Fusion F23,,
DURAMO SL SHOES,6 599.00,,https://www.adidas.co.in/duramo-sl-shoes/IF7890.html,women,374,,IF7890,Running,88,86,49.0,,3,adidas,Core Black / Cloud White / Carbon,Flash Aqua F23 / Cloud White / Silver Dawn S23,Cloud White / Night Metallic / Pink Fusion F23,,
RUNFALCON 3.0 SHOES,6 599.00,4 619.50,https://www.adidas.co.in/runfalcon-3.0-shoes/HP7555.html,women,778,,HP7555,Running,87,84,53.0,,7,adidas,Blue Dawn S23 / Zero Metalic / Silver Dawn S23,Core Black / Core Black / Carbon,Core Black / Pulse Magenta F22 / Grey Six,Shadow Navy / Pulse Mint / Silver Metallic,Core Black / Core Black / Gum
RUNFALCON 3.0 SHOES,6 599.00,4 619.50,https://www.adidas.co.in/runfalcon-3.0-shoes/HP7558.html,women,778,,HP7558,Running,87,84,53.0,,7,adidas,Blue Dawn S23 / Zero Metalic / Silver Dawn S23,Core Black / Core Black / Carbon,Core Black / Pulse Magenta F22 / Grey Six,Shadow Navy / Pulse Mint / Silver Metallic,Core Black / Core Black / Gum
RUNFALCON 3.0 SHOES,6 599.00,4 619.50,https://www.adidas.co.in/runfalcon-3.0-shoes/HP7560.html,women,778,,HP7560,Running,87,84,53.0,,7,adidas,Blue Dawn S23 / Zero Metalic / Silver Dawn S23,Core Black / Core Black / Carbon,Core Black / Pulse Magenta F22 / Grey Six,Shadow Navy / Pulse Mint / Silver Metallic,Core Black / Core Black / Gum
RUNFALCON 3.0 SHOES,6 599.00,4 619.50,https://www.adidas.co.in/runfalcon-3.0-shoes/HP7562.html,women,778,,HP7562,Running,87,84,53.0,,7,adidas,Blue Dawn S23 / Zero Metalic / Silver Dawn S23,Core Black / Core Black / Carbon,Core Black / Pulse Magenta F22 / Grey Six,Shadow Navy / Pulse Mint / Silver Metallic,Core Black / Core Black / Gum
RUNFALCON 3.0 SHOES,6 599.00,4 619.50,https://www.adidas.co.in/runfalcon-3.0-shoes/HQ1474.html,women,778,,HQ1474,Running,87,84,53.0,,7,adidas,Blue Dawn S23 / Zero Metalic / Silver Dawn S23,Core Black / Core Black / Carbon,Core Black / Pulse Magenta F22 / Grey Six,Shadow Navy / Pulse Mint / Silver Metallic,Core Black / Core Black / Gum
RUNFALCON 3.0 SHOES,6 599.00,4 619.50,https://www.adidas.co.in/runfalcon-3.0-shoes/ID2274.html,women,778,,ID2274,Running,87,84,53.0,,7,adidas,Blue Dawn S23 / Zero Metalic / Silver Dawn S23,Core Black / Core Black / Carbon,Core Black / Pulse Magenta F22 / Grey Six,Shadow Navy / Pulse Mint / Silver Metallic,Core Black / Core Black / Gum
RUNFALCON 3.0 SHOES,6 599.00,4 619.50,https://www.adidas.co.in/runfalcon-3.0-shoes/ID2277.html,women,778,,ID2277,Running,87,84,53.0,,7,adidas,Blue Dawn S23 / Zero Metalic / Silver Dawn S23,Core Black / Core Black / Carbon,Core Black / Pulse Magenta F22 / Grey Six,Shadow Navy / Pulse Mint / Silver Metallic,Core Black / Core Black / Gum
NU 23 CRICKET SHOES,4 599.00,,https://www.adidas.co.in/nu-23-cricket-shoes/IQ8799.html,men,2,,IQ8799,Cricket,100,25,25.0,,3,adidas,Cloud White / Blue Night / Better Scarlet S23,Cloud White / Blue Fusion / Core Black,Cloud White / Pulse Blue / Preloved Yellow,,
NU 23 CRICKET SHOES,4 599.00,,https://www.adidas.co.in/nu-23-cricket-shoes/IQ8800.html,men,2,,IQ8800,Cricket,100,25,25.0,,3,adidas,Cloud White / Blue Night / Better Scarlet S23,Cloud White / Blue Fusion / Core Black,Cloud White / Pulse Blue / Preloved Yellow,,
NU 23 CRICKET SHOES,4 599.00,,https://www.adidas.co.in/nu-23-cricket-shoes/IQ8801.html,men,2,,IQ8801,Cricket,100,25,25.0,,3,adidas,Cloud White / Blue Night / Better Scarlet S23,Cloud White / Blue Fusion / Core Black,Cloud White / Pulse Blue / Preloved Yellow,,
ADISTAR CUSHION SHOES,14 999.00,,https://www.adidas.co.in/adistar-cushion-shoes/ID5743.html,men,52,,ID5743,Originals,91,82,53.0,,2,adidas,Grey Two / Gold Metallic / Matte Silver,Grey One / Better Scarlet / Night Indigo,,,
ADISTAR CUSHION SHOES,14 999.00,,https://www.adidas.co.in/adistar-cushion-shoes/IF6528.html,men,52,,IF6528,Originals,91,82,53.0,,2,adidas,Grey Two / Gold Metallic / Matte Silver,Grey One / Better Scarlet / Night Indigo,,,
